country,date,new_infections,new_infections_smooth,new_deaths,new_deaths_smooth,total_deaths_per_million,traffic_retail,traffic_supermarket,traffic_parks,traffic_transit_stations,traffic_workplaces,traffic_residential
Poland,2020-08-13,715.0,698,9.0,10,48.353,11.0,14.0,214.0,-15.0,-31.0,1.0
Poland,2020-08-14,811.0,710,14.0,10,48.723,10.0,32.0,183.0,-17.0,-40.0,1.0
Poland,2020-08-15,832.0,713,14.0,10,49.093,-41.0,-74.0,257.0,-16.0,-35.0,-2.0
Poland,2020-08-16,771.0,703,11.0,9,49.38399999999999,23.0,29.0,212.0,9.0,6.0,-9.0
Poland,2020-08-17,594.0,699,8.0,10,49.595,13.0,14.0,167.0,-16.0,-33.0,1.0
Romania,2020-02-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-13,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-14,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2020-02-15,0.0,0,0.0,0,0.0,8.0,5.0,-5.0,5.0,4.0,-1.0
Romania,2020-02-16,0.0,0,0.0,0,0.0,12.0,10.0,24.0,10.0,4.0,-2.0
Romania,2020-02-17,0.0,0,0.0,0,0.0,4.0,3.0,11.0,7.0,2.0,-1.0
Romania,2020-02-18,0.0,0,0.0,0,0.0,3.0,5.0,9.0,6.0,2.0,-1.0
Romania,2020-02-19,0.0,0,0.0,0,0.0,3.0,4.0,-2.0,5.0,2.0,-1.0
Romania,2020-02-20,0.0,0,0.0,0,0.0,1.0,1.0,-7.0,2.0,3.0,-1.0
Romania,2020-02-21,0.0,0,0.0,0,0.0,5.0,6.0,-6.0,9.0,22.0,-3.0
Romania,2020-02-22,0.0,0,0.0,0,0.0,2.0,-3.0,-4.0,5.0,5.0,-1.0
Romania,2020-02-23,0.0,0,0.0,0,0.0,7.0,3.0,9.0,7.0,4.0,-1.0
Romania,2020-02-24,0.0,0,0.0,0,0.0,-1.0,1.0,-2.0,3.0,2.0,-1.0
Romania,2020-02-25,0.0,0,0.0,0,0.0,2.0,9.0,11.0,6.0,3.0,-1.0
Romania,2020-02-26,0.0,0,0.0,0,0.0,3.0,9.0,12.0,6.0,3.0,-2.0
Romania,2020-02-27,1.0,0,0.0,0,0.0,-3.0,1.0,-9.0,-1.0,3.0,0.0
Romania,2020-02-28,0.0,0,0.0,0,0.0,3.0,5.0,-10.0,7.0,23.0,-2.0
Romania,2020-02-29,2.0,0,0.0,0,0.0,4.0,5.0,-2.0,4.0,6.0,0.0
Romania,2020-03-01,0.0,0,0.0,0,0.0,11.0,15.0,27.0,14.0,7.0,-2.0
Romania,2020-03-02,0.0,0,0.0,0,0.0,-3.0,-1.0,6.0,4.0,3.0,-1.0
Romania,2020-03-03,1.0,0,0.0,0,0.0,-1.0,1.0,12.0,3.0,4.0,-1.0
Romania,2020-03-04,1.0,0,0.0,0,0.0,1.0,3.0,5.0,5.0,4.0,-1.0
Romania,2020-03-05,2.0,0,0.0,0,0.0,0.0,1.0,-6.0,1.0,4.0,0.0
Romania,2020-03-06,2.0,1,0.0,0,0.0,9.0,8.0,5.0,11.0,25.0,-3.0
Romania,2020-03-07,1.0,1,0.0,0,0.0,11.0,7.0,18.0,9.0,7.0,-2.0
Romania,2020-03-08,6.0,1,0.0,0,0.0,14.0,16.0,-4.0,6.0,6.0,-2.0
Romania,2020-03-09,2.0,2,0.0,0,0.0,-4.0,2.0,-6.0,-1.0,1.0,0.0
Romania,2020-03-10,2.0,2,0.0,0,0.0,-2.0,12.0,-4.0,-2.0,0.0,0.0
Romania,2020-03-11,8.0,3,0.0,0,0.0,-6.0,19.0,-5.0,-9.0,-15.0,3.0
Romania,2020-03-12,20.0,5,0.0,0,0.0,-9.0,14.0,10.0,-16.0,-18.0,4.0
Romania,2020-03-13,19.0,8,0.0,0,0.0,-15.0,8.0,-5.0,-18.0,-5.0,4.0
Romania,2020-03-14,25.0,11,0.0,0,0.0,-29.0,1.0,-22.0,-22.0,-4.0,4.0
Romania,2020-03-15,24.0,14,0.0,0,0.0,-38.0,5.0,-31.0,-32.0,-10.0,6.0
Romania,2020-03-16,26.0,17,0.0,0,0.0,-31.0,-13.0,-16.0,-36.0,-30.0,10.0
Romania,2020-03-17,45.0,23,0.0,0,0.0,-35.0,-17.0,-16.0,-40.0,-33.0,10.0
Romania,2020-03-18,33.0,27,0.0,0,0.0,-40.0,-15.0,-16.0,-40.0,-35.0,11.0
Romania,2020-03-19,43.0,30,0.0,0,0.0,-44.0,-21.0,-14.0,-44.0,-36.0,12.0
Romania,2020-03-20,17.0,30,0.0,0,0.0,-46.0,-17.0,-21.0,-42.0,-24.0,11.0
Romania,2020-03-21,31.0,31,0.0,0,0.0,-56.0,-24.0,-26.0,-43.0,-20.0,7.0
Romania,2020-03-22,59.0,36,0.0,0,0.0,-62.0,-21.0,-53.0,-55.0,-26.0,10.0
Romania,2020-03-23,66.0,42,2.0,0,0.10400000000000001,-63.0,-39.0,-51.0,-61.0,-47.0,19.0
Romania,2020-03-24,143.0,56,5.0,1,0.364,-62.0,-30.0,-49.0,-60.0,-50.0,19.0
Romania,2020-03-25,186.0,77,4.0,1,0.5720000000000001,-71.0,-48.0,-57.0,-66.0,-53.0,22.0
Romania,2020-03-26,144.0,92,2.0,1,0.6759999999999999,-73.0,-52.0,-56.0,-68.0,-53.0,23.0
Romania,2020-03-27,123.0,107,4.0,2,0.884,-71.0,-45.0,-55.0,-65.0,-42.0,22.0
Romania,2020-03-28,263.0,140,7.0,3,1.248,-77.0,-49.0,-60.0,-67.0,-38.0,16.0
Romania,2020-03-29,160.0,155,5.0,4,1.507,-81.0,-53.0,-60.0,-72.0,-39.0,15.0
Romania,2020-03-30,308.0,189,11.0,5,2.079,-67.0,-43.0,-48.0,-65.0,-53.0,21.0
Romania,2020-03-31,192.0,196,4.0,5,2.287,-69.0,-44.0,-54.0,-68.0,-55.0,22.0
Romania,2020-04-01,293.0,211,25.0,8,3.5869999999999997,-68.0,-42.0,-51.0,-66.0,-54.0,21.0
Romania,2020-04-02,215.0,222,16.0,10,4.418,-67.0,-42.0,-48.0,-66.0,-54.0,21.0
Romania,2020-04-03,278.0,244,9.0,11,4.886,-67.0,-37.0,-50.0,-63.0,-43.0,20.0
Romania,2020-04-04,445.0,270,39.0,15,6.914,-74.0,-43.0,-57.0,-65.0,-37.0,14.0
Romania,2020-04-05,430.0,308,8.0,16,7.329,-79.0,-48.0,-58.0,-72.0,-39.0,15.0
Romania,2020-04-06,251.0,300,7.0,15,7.693,-64.0,-39.0,-43.0,-64.0,-54.0,20.0
Romania,2020-04-07,193.0,300,9.0,16,8.161,-63.0,-36.0,-42.0,-64.0,-54.0,20.0
Romania,2020-04-08,360.0,310,25.0,16,9.461,-62.0,-34.0,-41.0,-63.0,-53.0,19.0
Romania,2020-04-09,344.0,328,27.0,17,10.864,-62.0,-34.0,-40.0,-63.0,-53.0,19.0
Romania,2020-04-10,441.0,352,20.0,19,11.904000000000002,-60.0,-26.0,-44.0,-59.0,-43.0,18.0
Romania,2020-04-11,265.0,326,28.0,17,13.359000000000002,-67.0,-29.0,-50.0,-59.0,-33.0,12.0
Romania,2020-04-12,523.0,339,25.0,20,14.659,-76.0,-42.0,-52.0,-68.0,-34.0,13.0
Romania,2020-04-13,310.0,348,24.0,22,15.905999999999999,-61.0,-33.0,-39.0,-62.0,-55.0,19.0
Romania,2020-04-14,333.0,368,12.0,23,16.53,-59.0,-26.0,-44.0,-62.0,-54.0,19.0
Romania,2020-04-15,246.0,351,26.0,23,17.882,-54.0,-15.0,-39.0,-58.0,-53.0,18.0
Romania,2020-04-16,337.0,350,28.0,23,19.337,-53.0,-13.0,-34.0,-58.0,-54.0,18.0
Romania,2020-04-17,491.0,357,15.0,22,20.117,-64.0,-21.0,-46.0,-67.0,-68.0,24.0
Romania,2020-04-18,360.0,371,13.0,20,20.793000000000003,-76.0,-43.0,-55.0,-65.0,-45.0,15.0
Romania,2020-04-19,351.0,346,17.0,19,21.676,-93.0,-93.0,-63.0,-83.0,-53.0,18.0
Romania,2020-04-20,328.0,349,17.0,18,22.56,-90.0,-81.0,-53.0,-85.0,-85.0,30.0
Romania,2020-04-21,190.0,329,17.0,19,23.444000000000003,-67.0,-42.0,-45.0,-69.0,-60.0,21.0
Romania,2020-04-22,306.0,337,32.0,19,25.107,-61.0,-37.0,-39.0,-63.0,-53.0,18.0
Romania,2020-04-23,468.0,356,25.0,19,26.406999999999996,-59.0,-33.0,-37.0,-62.0,-52.0,19.0
Romania,2020-04-24,386.0,341,19.0,20,27.394000000000002,-58.0,-31.0,-41.0,-60.0,-41.0,18.0
Romania,2020-04-25,321.0,335,25.0,21,28.694000000000003,-67.0,-38.0,-50.0,-60.0,-28.0,11.0
Romania,2020-04-26,218.0,316,23.0,22,29.889,-71.0,-39.0,-50.0,-66.0,-30.0,12.0
Romania,2020-04-27,401.0,327,33.0,24,31.605,-56.0,-34.0,-33.0,-59.0,-48.0,17.0
Romania,2020-04-28,303.0,343,23.0,25,32.8,-56.0,-32.0,-33.0,-59.0,-49.0,16.0
Romania,2020-04-29,277.0,339,19.0,23,33.788000000000004,-56.0,-31.0,-36.0,-58.0,-48.0,17.0
Romania,2020-04-30,362.0,324,25.0,23,35.086999999999996,-53.0,-24.0,-35.0,-58.0,-48.0,16.0
Romania,2020-05-01,262.0,306,42.0,27,37.271,-69.0,-41.0,-49.0,-70.0,-64.0,23.0
Romania,2020-05-02,327.0,307,27.0,27,38.674,-67.0,-37.0,-48.0,-60.0,-30.0,11.0
Romania,2020-05-03,165.0,299,27.0,28,40.078,-72.0,-40.0,-55.0,-68.0,-31.0,12.0
Romania,2020-05-04,431.0,303,9.0,24,40.545,-56.0,-33.0,-40.0,-60.0,-47.0,17.0
Romania,2020-05-05,349.0,310,23.0,24,41.74100000000001,-54.0,-29.0,-34.0,-57.0,-46.0,16.0
Romania,2020-05-06,325.0,317,24.0,25,42.989,-55.0,-29.0,-40.0,-58.0,-46.0,17.0
Romania,2020-05-07,270.0,304,31.0,26,44.6,-54.0,-29.0,-37.0,-58.0,-45.0,17.0
Romania,2020-05-08,392.0,322,18.0,22,45.536,-52.0,-22.0,-35.0,-53.0,-31.0,14.0
Romania,2020-05-09,312.0,320,22.0,22,46.678999999999995,-59.0,-25.0,-36.0,-50.0,-18.0,8.0
Romania,2020-05-10,320.0,342,28.0,22,48.135,-63.0,-28.0,-28.0,-55.0,-17.0,8.0
Romania,2020-05-11,231.0,314,26.0,24,49.486000000000004,-49.0,-25.0,-22.0,-53.0,-43.0,14.0
Romania,2020-05-12,226.0,296,20.0,24,50.526,-50.0,-23.0,-30.0,-53.0,-43.0,15.0
Romania,2020-05-13,190.0,277,30.0,25,52.085,-47.0,-19.0,-24.0,-50.0,-42.0,14.0
Romania,2020-05-14,224.0,270,14.0,22,52.813,-48.0,-21.0,-25.0,-51.0,-41.0,13.0
Romania,2020-05-15,245.0,249,30.0,24,54.372,-32.0,-6.0,3.0,-35.0,-24.0,7.0
Romania,2020-05-16,190.0,232,10.0,22,54.891999999999996,-38.0,-9.0,13.0,-27.0,-10.0,1.0
Romania,2020-05-17,267.0,224,25.0,22,56.192,-42.0,-13.0,15.0,-34.0,-9.0,2.0
Romania,2020-05-18,167.0,215,16.0,20,57.023999999999994,-27.0,-10.0,16.0,-35.0,-34.0,8.0
Romania,2020-05-19,165.0,206,10.0,19,57.543,-29.0,-10.0,15.0,-35.0,-34.0,8.0
Romania,2020-05-20,155.0,201,19.0,17,58.531000000000006,-33.0,-8.0,-46.0,-36.0,-36.0,10.0
Romania,2020-05-21,196.0,197,15.0,17,59.31100000000001,-29.0,-4.0,-41.0,-34.0,-36.0,10.0
Romania,2020-05-22,198.0,191,10.0,15,59.83,-33.0,-9.0,-40.0,-30.0,-19.0,7.0
Romania,2020-05-23,127.0,182,8.0,14,60.246,-38.0,-10.0,-22.0,-20.0,-4.0,1.0
Romania,2020-05-24,145.0,164,11.0,12,60.818000000000005,-46.0,-15.0,-36.0,-34.0,-10.0,4.0
Romania,2020-05-25,213.0,171,9.0,11,61.286,-31.0,-12.0,-38.0,-34.0,-35.0,9.0
Romania,2020-05-26,213.0,178,18.0,12,62.222,-33.0,-11.0,-43.0,-35.0,-33.0,9.0
Romania,2020-05-27,146.0,176,13.0,12,62.897,-32.0,-7.0,-38.0,-32.0,-33.0,9.0
Romania,2020-05-28,165.0,172,9.0,11,63.365,-30.0,-8.0,-39.0,-32.0,-34.0,10.0
Romania,2020-05-29,197.0,172,10.0,11,63.885,-34.0,-9.0,-44.0,-31.0,-18.0,8.0
Romania,2020-05-30,191.0,181,11.0,11,64.457,-38.0,-10.0,-35.0,-24.0,0.0,2.0
Romania,2020-05-31,151.0,182,13.0,11,65.133,-37.0,-8.0,-13.0,-24.0,0.0,2.0
Romania,2020-06-01,124.0,169,9.0,11,65.6,-21.0,-10.0,-10.0,-39.0,-59.0,12.0
Romania,2020-06-02,141.0,159,17.0,11,66.484,-27.0,-9.0,-43.0,-30.0,-29.0,7.0
Romania,2020-06-03,119.0,155,0.0,9,66.484,-21.0,-3.0,-30.0,-23.0,-28.0,6.0
Romania,2020-06-04,152.0,153,9.0,9,66.952,-21.0,-3.0,-26.0,-23.0,-27.0,6.0
Romania,2020-06-05,238.0,159,11.0,10,67.524,-19.0,3.0,-11.0,-20.0,-12.0,3.0
Romania,2020-06-06,196.0,160,9.0,9,67.992,-28.0,-7.0,3.0,-16.0,3.0,-2.0
Romania,2020-06-07,187.0,165,10.0,9,68.51100000000001,-25.0,-10.0,32.0,-22.0,3.0,-3.0
Romania,2020-06-08,189.0,174,8.0,9,68.92699999999999,-24.0,-12.0,38.0,-42.0,-64.0,9.0
Romania,2020-06-09,125.0,172,8.0,7,69.343,-21.0,-7.0,-11.0,-27.0,-27.0,5.0
Romania,2020-06-10,145.0,176,11.0,9,69.915,-18.0,-2.0,-12.0,-24.0,-27.0,5.0
Romania,2020-06-11,196.0,182,15.0,10,70.695,-19.0,-4.0,-14.0,-27.0,-27.0,5.0
Romania,2020-06-12,237.0,182,9.0,10,71.16199999999999,-17.0,1.0,-15.0,-21.0,-11.0,3.0
Romania,2020-06-13,222.0,185,11.0,10,71.734,-22.0,-4.0,-2.0,-17.0,7.0,-1.0
Romania,2020-06-14,275.0,198,11.0,10,72.306,-22.0,-4.0,5.0,-23.0,9.0,-1.0
Romania,2020-06-15,320.0,217,19.0,12,73.294,-12.0,-1.0,-19.0,-25.0,-27.0,4.0
Romania,2020-06-16,166.0,223,17.0,13,74.17699999999999,-10.0,3.0,-12.0,-22.0,-27.0,4.0
Romania,2020-06-17,250.0,238,10.0,13,74.697,-10.0,2.0,-17.0,-22.0,-27.0,4.0
Romania,2020-06-18,345.0,259,14.0,13,75.425,-12.0,-2.0,-9.0,-24.0,-27.0,4.0
Romania,2020-06-19,320.0,271,22.0,14,76.568,-12.0,1.0,-9.0,-20.0,-12.0,2.0
Romania,2020-06-20,320.0,285,11.0,14,77.14,-16.0,-3.0,4.0,-15.0,6.0,-2.0
Romania,2020-06-21,330.0,293,16.0,15,77.972,-15.0,-2.0,8.0,-19.0,7.0,-2.0
Romania,2020-06-22,315.0,292,12.0,14,78.596,-13.0,-4.0,-5.0,-24.0,-29.0,4.0
Romania,2020-06-23,246.0,303,11.0,13,79.168,-14.0,-3.0,-7.0,-24.0,-29.0,4.0
Romania,2020-06-24,214.0,298,16.0,14,79.999,-2.0,7.0,13.0,-16.0,-27.0,2.0
Romania,2020-06-25,321.0,295,16.0,14,80.831,-10.0,-3.0,6.0,-20.0,-26.0,3.0
Romania,2020-06-26,460.0,315,10.0,13,81.351,-11.0,1.0,6.0,-17.0,-12.0,0.0
Romania,2020-06-27,411.0,328,14.0,13,82.07799999999999,-16.0,-4.0,21.0,-12.0,3.0,-4.0
Romania,2020-06-28,325.0,327,10.0,12,82.598,-11.0,-1.0,41.0,-11.0,9.0,-6.0
Romania,2020-06-29,291.0,324,23.0,14,83.794,-6.0,3.0,19.0,-21.0,-29.0,2.0
Romania,2020-06-30,269.0,327,22.0,15,84.93700000000001,-11.0,-1.0,17.0,-22.0,-27.0,2.0
Romania,2020-07-01,388.0,352,17.0,16,85.821,-8.0,1.0,21.0,-19.0,-27.0,1.0
Romania,2020-07-02,326.0,352,16.0,16,86.65299999999999,-10.0,-1.0,19.0,-21.0,-27.0,2.0
Romania,2020-07-03,450.0,351,20.0,17,87.69200000000001,-11.0,1.0,9.0,-17.0,-13.0,0.0
Romania,2020-07-04,420.0,352,21.0,18,88.78399999999999,-17.0,-5.0,16.0,-16.0,1.0,-3.0
Romania,2020-07-05,416.0,365,23.0,20,89.98,-7.0,1.0,50.0,-11.0,8.0,-5.0
Romania,2020-07-06,391.0,380,19.0,19,90.96700000000001,-9.0,-1.0,23.0,-21.0,-30.0,2.0
Romania,2020-07-07,250.0,377,18.0,19,91.90299999999999,-14.0,-3.0,-5.0,-25.0,-31.0,4.0
Romania,2020-07-08,397.0,378,31.0,21,93.514,-4.0,4.0,24.0,-17.0,-27.0,1.0
Romania,2020-07-09,555.0,411,18.0,21,94.45,-7.0,0.0,24.0,-19.0,-28.0,1.0
Romania,2020-07-10,614.0,434,17.0,21,95.334,-6.0,5.0,20.0,-14.0,-13.0,-1.0
Romania,2020-07-11,592.0,459,13.0,19,96.009,-14.0,-2.0,34.0,-11.0,2.0,-5.0
Romania,2020-07-12,698.0,499,24.0,20,97.257,-12.0,-1.0,34.0,-13.0,4.0,-5.0
Romania,2020-07-13,456.0,508,13.0,19,97.93299999999999,-6.0,3.0,18.0,-20.0,-31.0,2.0
Romania,2020-07-14,413.0,532,17.0,19,98.816,-3.0,6.0,29.0,-17.0,-30.0,1.0
Romania,2020-07-15,637.0,566,30.0,18,100.376,-1.0,8.0,33.0,-16.0,-28.0,1.0
Romania,2020-07-16,641.0,578,21.0,19,101.46799999999999,-4.0,4.0,29.0,-18.0,-29.0,2.0
Romania,2020-07-17,777.0,602,19.0,19,102.455,-6.0,5.0,21.0,-16.0,-15.0,0.0
Romania,2020-07-18,799.0,631,17.0,20,103.339,-15.0,-2.0,23.0,-14.0,0.0,-3.0
Romania,2020-07-19,889.0,658,21.0,19,104.43,-12.0,-2.0,30.0,-17.0,2.0,-3.0
Romania,2020-07-20,767.0,703,17.0,20,105.314,-1.0,6.0,36.0,-20.0,-34.0,2.0
Romania,2020-07-21,681.0,741,12.0,19,105.93799999999999,-7.0,0.0,37.0,-21.0,-32.0,2.0
Romania,2020-07-22,994.0,792,36.0,20,107.809,-6.0,1.0,32.0,-20.0,-31.0,2.0
Romania,2020-07-23,1030.0,848,27.0,21,109.213,-8.0,-1.0,30.0,-21.0,-30.0,2.0
Romania,2020-07-24,1112.0,896,25.0,22,110.512,-9.0,1.0,26.0,-18.0,-16.0,0.0
Romania,2020-07-25,1119.0,941,24.0,23,111.76,-16.0,-5.0,29.0,-14.0,-2.0,-3.0
Romania,2020-07-26,1284.0,998,15.0,22,112.54,-8.0,-1.0,58.0,-12.0,4.0,-5.0
Romania,2020-07-27,1120.0,1048,22.0,23,113.68299999999999,-8.0,-1.0,36.0,-23.0,-34.0,2.0
Romania,2020-07-28,1104.0,1109,19.0,24,114.671,-8.0,0.0,41.0,-23.0,-33.0,3.0
Romania,2020-07-29,1151.0,1131,33.0,23,116.38600000000001,-8.0,0.0,40.0,-22.0,-33.0,2.0
Romania,2020-07-30,1182.0,1153,30.0,24,117.946,-10.0,-3.0,39.0,-25.0,-33.0,2.0
Romania,2020-07-31,1356.0,1188,35.0,25,119.765,-11.0,1.0,27.0,-21.0,-20.0,0.0
Romania,2020-08-01,1295.0,1213,39.0,27,121.792,-16.0,-2.0,43.0,-14.0,-4.0,-4.0
Romania,2020-08-02,1225.0,1204,36.0,30,123.664,-9.0,2.0,73.0,-12.0,2.0,-6.0
Romania,2020-08-03,1075.0,1198,34.0,32,125.431,-8.0,0.0,48.0,-24.0,-36.0,2.0
Romania,2020-08-04,823.0,1158,19.0,32,126.419,-8.0,2.0,48.0,-24.0,-35.0,3.0
Romania,2020-08-05,1232.0,1169,48.0,34,128.914,-6.0,4.0,48.0,-23.0,-35.0,2.0
Romania,2020-08-06,1309.0,1187,41.0,36,131.045,-1.0,7.0,58.0,-22.0,-35.0,2.0
Romania,2020-08-07,1345.0,1186,45.0,37,133.384,-10.0,1.0,38.0,-22.0,-22.0,0.0
Romania,2020-08-08,1378.0,1198,50.0,39,135.983,-16.0,-2.0,48.0,-16.0,-4.0,-4.0
Romania,2020-08-09,1350.0,1216,43.0,40,138.218,-8.0,2.0,77.0,-13.0,1.0,-6.0
Romania,2020-08-10,1145.0,1226,41.0,41,140.35,-5.0,2.0,50.0,-24.0,-37.0,2.0
Romania,2020-08-11,779.0,1219,29.0,42,141.857,-4.0,4.0,52.0,-24.0,-37.0,2.0
Romania,2020-08-12,1215.0,1217,35.0,40,143.67600000000002,-3.0,7.0,51.0,-23.0,-36.0,2.0
Romania,2020-08-13,1415.0,1232,43.0,40,145.912,-2.0,7.0,56.0,-22.0,-35.0,2.0
Romania,2020-08-14,1454.0,1248,53.0,42,148.667,-3.0,12.0,44.0,-17.0,-23.0,-1.0
Romania,2020-08-15,1415.0,1253,44.0,41,150.954,-8.0,6.0,51.0,-14.0,-14.0,-4.0
Romania,2020-08-16,1328.0,1250,50.0,42,153.553,-5.0,2.0,68.0,-13.0,0.0,-6.0
Romania,2020-08-17,1087.0,1241,37.0,41,155.476,-2.0,5.0,63.0,-22.0,-37.0,1.0
Netherlands,2020-02-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-13,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-14,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,2020-02-15,0.0,0,0.0,0,0.0,1.0,1.0,11.0,3.0,0.0,0.0
Netherlands,2020-02-16,0.0,0,0.0,0,0.0,-10.0,-8.0,-31.0,-5.0,-3.0,2.0
Netherlands,2020-02-17,0.0,0,0.0,0,0.0,0.0,-1.0,8.0,-3.0,-5.0,1.0
Netherlands,2020-02-18,0.0,0,0.0,0,0.0,5.0,4.0,21.0,-3.0,-5.0,1.0
Netherlands,2020-02-19,0.0,0,0.0,0,0.0,3.0,0.0,20.0,-3.0,-5.0,1.0
Netherlands,2020-02-20,0.0,0,0.0,0,0.0,1.0,-1.0,-5.0,-3.0,-6.0,1.0
Netherlands,2020-02-21,0.0,0,0.0,0,0.0,8.0,4.0,22.0,1.0,-9.0,0.0
Netherlands,2020-02-22,0.0,0,0.0,0,0.0,1.0,-2.0,-2.0,10.0,-4.0,0.0
Netherlands,2020-02-23,0.0,0,0.0,0,0.0,1.0,-11.0,-26.0,2.0,-3.0,0.0
Netherlands,2020-02-24,0.0,0,0.0,0,0.0,9.0,-7.0,4.0,-4.0,-21.0,3.0
Netherlands,2020-02-25,0.0,0,0.0,0,0.0,16.0,8.0,35.0,-4.0,-17.0,2.0
Netherlands,2020-02-26,0.0,0,0.0,0,0.0,3.0,0.0,9.0,-7.0,-13.0,2.0
Netherlands,2020-02-27,0.0,0,0.0,0,0.0,-1.0,-2.0,-9.0,-8.0,-13.0,3.0
Netherlands,2020-02-28,1.0,0,0.0,0,0.0,2.0,2.0,11.0,-5.0,-13.0,2.0
Netherlands,2020-02-29,1.0,0,0.0,0,0.0,-3.0,1.0,-6.0,-3.0,-2.0,1.0
Netherlands,2020-03-01,5.0,1,0.0,0,0.0,3.0,4.0,2.0,2.0,1.0,0.0
Netherlands,2020-03-02,6.0,1,0.0,0,0.0,-6.0,-2.0,-12.0,-1.0,2.0,1.0
Netherlands,2020-03-03,5.0,2,0.0,0,0.0,2.0,6.0,20.0,-2.0,2.0,0.0
Netherlands,2020-03-04,10.0,4,0.0,0,0.0,2.0,3.0,21.0,-1.0,3.0,0.0
Netherlands,2020-03-05,10.0,5,0.0,0,0.0,-5.0,-1.0,-11.0,-3.0,2.0,1.0
Netherlands,2020-03-06,44.0,11,0.0,0,0.0,1.0,4.0,10.0,-1.0,2.0,1.0
Netherlands,2020-03-07,46.0,18,1.0,0,0.057999999999999996,2.0,2.0,39.0,3.0,0.0,0.0
Netherlands,2020-03-08,60.0,25,0.0,0,0.057999999999999996,-1.0,1.0,-5.0,-3.0,0.0,1.0
Netherlands,2020-03-09,77.0,36,2.0,0,0.175,-3.0,2.0,6.0,-4.0,1.0,1.0
Netherlands,2020-03-10,56.0,43,0.0,0,0.175,-7.0,2.0,-6.0,-6.0,-1.0,2.0
Netherlands,2020-03-11,61.0,50,1.0,0,0.233,-2.0,4.0,18.0,-8.0,-2.0,2.0
Netherlands,2020-03-12,121.0,66,1.0,0,0.292,-9.0,12.0,-5.0,-12.0,-3.0,4.0
Netherlands,2020-03-13,111.0,76,0.0,0,0.292,-12.0,24.0,-2.0,-26.0,-11.0,6.0
Netherlands,2020-03-14,190.0,96,0.0,0,0.292,-19.0,8.0,21.0,-28.0,-6.0,6.0
Netherlands,2020-03-15,155.0,110,7.0,1,0.7,-32.0,11.0,15.0,-33.0,-11.0,5.0
Netherlands,2020-03-16,176.0,124,8.0,2,1.167,-25.0,16.0,33.0,-49.0,-38.0,14.0
Netherlands,2020-03-17,278.0,156,4.0,3,1.401,-29.0,11.0,51.0,-54.0,-44.0,16.0
